name,rating,relevance_score,source_language,review,sentiment_score,sentiment,sentiment_score_mbert,sentiment_mbert
andrea p,5,0.0,es,experience totally positive second trip flybondi great left arrive time staff expeditious way travel accord time run everyone,0.8399,Positive,1.0,Positive
andrea pepi,1,0.000969574744517,es,garbage garbage suspend flight three hour want give three day late hotel available Buenos Aires pre viaje return money extra luggage garbage maximum power answer return collective luckily balance leave card,0.2732,Positive,-1.0,Negative
andrea prado (andre),5,0.1053152087494424,es,amazed,0.4939,Positive,1.0,Positive
andrea rao,1,0.0523861234462564,es,two payment neuquen may 24 get mail say cancel give option travel day late go special event date want try change day call little music get tired short anyone give answer,-0.1621,Negative,-1.0,Negative
andrea v,1,0.0,es,break suitcase good afternoon want express deep anger airline journey mendoza today bs fo553 flight arrive 7 00 p approx remove suitcase notice lack wheel start little saw wheel tape mine see start seem brutality lower suitcase start wheel screw claim tell take care damage possible unfortunately event ruin experience first time fly note never prefer agency,-0.9393,Negative,-1.0,Negative
andreas e,1,0.0,en,never ever flybondi yes flybondi cheap that‘ good thing company everything else poor service cancel flight within view hour departure do not 't refund ticket price … book 4 flight 2 cancel 1 delay 6 hour fly 1 a.m. night instead 6 35 p.m. 1 flight time recommend pay little take different airline save trouble,-0.6319,Negative,-1.0,Negative
andreas kofmel,1,0.0087261727006534,es,exit schedule change twice flight return flight iguazú 4 passenger replace suitcase billing counter suitcase weigh 13 5 kg second weigh 12 5 kg third weigh 11 5 kg fourthit weigh 10 kg total 47 kilo one weigh 12 5 kg second 12 kg third 11 5 kg fourth 11 5 kg total 47 kg opinion completely unnecessary action employee daniela for harassment,-0.5423,Negative,-1.0,Negative
andreaviajera60,2,0.0,es,cancel pay fo518 cancel flight 11 11 7 morning spend Sunday 22 inform another change pay penalty would pay inconvenience cause,-0.8658,Negative,-1.0,Negative
andrei k,1,0.0114797649750819,es,bad airline two flight cancellation trip flight Buenos Aires puerto madryn 19th change 21st return flight 25th also cancel urgently buy ticket trelew go taxi 40 can not communicate we phone change cancel flight Buenos Aires airport option choose simply terrible bad airline two flight cancellation trip flight Buenos Airess puerto madryn 19th change 21st return flight 25th also cancel urgently buy ticket trelew go taxi 40 able communicate we phone change cancel flight Buenos Aires airport option choose simply terrible,-0.9595,Negative,-1.0,Negative
andres a,3,0.0,es,argentine low cost company know expose know pay cheap expect premium category service disorganized improvise plane show flight spend player pay something good travel collective last resort would fly bondi,-0.4215,Negative,-1.0,Negative
andres gn,4,0.0,de,good lowcost tell year nice staff punctual flight former palomar military airport Buenos Aires already difficult reach operate capacity limit,0.5106,Positive,0.5,Positive
andres m,5,0.0,es,excellent highlight impeccable attention córdoba staff attentive well predisposed 30 flight never fail notification flight change always arrive time could reprogram modification viable,0.8765,Positive,1.0,Positive
andres t,1,0.0,en,bad onboard service 0 trust flight info first issue be not sure time flight cuz send different time time even info web be not accurate go many hour do not miss flight plane bad onboard service ever seem like hire person fail course could pay less money be never go to fly,-0.7662,Negative,-1.0,Negative
andresh765,4,0.0,es,return iguazú post Christmas beyond wait outside airport separate opinion land personnel seek speed check delay shipping exit flight everything time good flight back,0.1531,Positive,-1.0,Negative
andresmartino,3,0.0,es,well improve much improve especially facility palomar airport comfort security,0.8957,Positive,1.0,Positive
andrew currier,5,0.1080978882662064,es,clear course thing ask little easy use English,0.6378,Positive,0.5,Positive
andré gabriel,1,0.0067870232116193,es,bad experience bad airline fly change first leg 2 hour back 6 hour open bag review everything even though national flight suitcase return grate full brand blow avoid airline,-0.8481,Negative,-1.0,Negative
andrés pisauri,1,0.0058174484671023,es,disaster fly company change flight 4 time ruin part vacation,-0.836,Negative,-1.0,Negative
andy,1,0.0,en,fly never come across company bad cancel flight without communication solution alternative say would refund 7 month 82 email refuse refund flight say reply twice state do absolute con artist number call customer service awful please save money hassle fly someone else,-0.7061,Negative,-1.0,Negative
angel bronstein,5,0.0038782989780682,es,flybondi continue provide good service friendly land cabin staff fb hundred thousand make first flight angry closure el Palomar fb responsibility,0.4215,Positive,0.5,Positive
angelo b z,1,0.0172099517151777,es,lousy service plane dirty break accessory plane coprarate 1 kilo good,-0.5423,Negative,-1.0,Negative
ani gra,1,0.0275359227442843,es,would use service experience good flight cancel send we hotel attention good prefer enjoy family go hotel time lose invaluable another thing employee leave we several hour wait information nobody attend we know time take we hotel odyssey airport 14 11 30 p imagine like child elderly pregnant journey really,0.765,Positive,-1.0,Negative
anibal gimenez,3,0.2636273730341871,es,good trip rio airline care everyone complete input output requirement thing give water anything travel san juan Ezeiza give we everything another airline journey much short,0.7269,Positive,0.5,Positive
anitta b,4,0.0,es,flybondi trip make neuquén aeroparque trip first leg return specific plane small agree price hostess friendly plane pilot explain we formation storm height cloud pass turbulence excellent information provide extra luggage expensive treat suitcase well offer service board coffee alfajor dorito lay soda 250 peso bad plane although service suspend due turbulence seat bit uncomfortable fly 2 hour perfect accord service provide,0.8591,Positive,0.0,Neutral
anja l,1,0.0,en,book flybondi book flybondi book 4 ticket trelew Buenos Aires 3 day flight flybondi change flight day buy new ferry ticket hotel prepay also waste money airport 1 hour departure get message flight change next day 5 morning personal phone number check counter could call decide take different company rest vacation would ruin flybondi pay money back say use ticket send documentation boarding ticket scam company take money,-0.886,Negative,-1.0,Negative
